userid,srl_s_1,srl_s_2,srl_s_3,srl_s_4,srl_s_5,srl_s_6,srl_s_7,srl_s_8,srl_s_9,srl_s_10,srl_s_11,srl_s_12,srl_s_13,srl_s_14,srl_s_15,srl_s_16,srl_s_17,srl_s_18,srl_s_19,srl_s_20,srl_s_21,srl_s_22,srl_s_23,srl_s_24,srl_s_25,srl_s_26,srl_s_27,srl_s_28,srl_s_29,srl_s_30,srl_s_31,srl_s_32,srl_s_33,srl_s_34,srl_s_35,srl_s_36,srl_s_37,srl_s_38,srl_s_39,srl_s_40,srl_s_41,srl_s_42,srl_s_43,srl_s_44,srl_s_45,srl_s_46,srl_s_47,srl_s_48,srl_s_49,srl_s_50
7d9d3670df254d7bb7105089bdfc80cc,5,5,5,5,4,5,4,4,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,3,5,5,4,5,5,3,2,1,4,2,4,4,5,5,2,4,5,5
ec47c69a9e26d6c5159c0de1b400edb3,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,3,4,4,4,4,4,5,2,3,4,4,2,2,2,3,2,3,3,4,4,4,4,4,4
95f0e89bd41887744e34d08efdc19540,4,4,5,4,4,3,4,4,5,3,4,4,4,4,4,3,4,4,3,3,3,4,4,3,3,4,3,4,5,4,4,4,5,2,3,3,5,2,1,2,3,2,4,3,3,3,4,3,4,4
8bfe0b61cf2b9e5ff7173ba88f1fa95b,5,4,5,5,5,5,5,5,5,5,5,5,4,5,4,4,5,5,4,3,5,5,4,4,5,4,3,5,4,4,4,4,5,2,4,5,5,2,2,2,5,2,5,4,4,4,4,5,4,4
af2311ad804833e49e00234513602ae9,5,5,5,5,4,3,3,4,4,4,5,4,4,5,3,3,3,3,3,4,4,4,4,4,4,4,3,4,4,4,4,5,5,3,5,3,5,4,3,2,4,2,4,5,5,5,3,5,5,5
1c60bab18fe847ec6ae0b785dc64921d,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,2,4,4,4,4,4,4,2,4,4,4,2,2,2,3,3,4,4,4,4,4,4,4,4
2ebe19b19a3f9e5bcbf4af32875d4acc,4,4,4,2,5,5,5,1,4,5,1,5,5,3,4,4,5,5,5,3,5,3,4,4,4,2,3,5,5,3,3,3,4,5,2,5,4,4,3,3,4,2,3,4,4,3,5,3,5,5
704ec88ff68ba8527e06de461dab89cf,5,4,5,4,4,4,4,4,5,4,5,5,3,5,3,4,4,5,4,5,3,4,5,5,4,5,2,4,5,5,4,5,5,2,3,5,5,4,1,2,5,2,4,4,5,5,4,5,5,5
0cf3656e23faa6f1b7c9adb3e0abf7da,2,2,4,3,3,4,4,3,4,4,3,4,2,3,3,3,4,4,4,3,4,4,4,2,4,4,2,4,4,3,3,3,3,3,4,3,4,3,3,3,4,4,4,3,3,3,4,4,4,3
84e5be88d608d08cc41d097061052b05,4,3,4,3,5,4,4,2,4,4,3,4,4,3,5,5,4,5,5,4,4,3,4,3,4,2,2,4,4,4,4,4,4,2,4,4,3,3,3,2,2,2,2,4,4,5,3,4,4,5
7bbeb3012ee76a3975fb1cefe899acdf,4,4,4,4,3,3,5,5,3,4,3,4,4,4,2,4,4,5,5,4,4,3,5,5,4,1,2,4,3,5,2,5,3,2,5,2,4,2,1,2,2,4,3,4,3,2,5,2,4,3
0574350767b820df3d6fae2ac270a4d9,4,4,4,4,4,3,4,3,4,3,5,4,3,5,3,3,4,4,3,3,4,5,4,4,4,4,3,3,5,4,4,4,4,3,2,4,4,2,2,2,4,2,4,2,2,2,4,5,5,4
40d6d5b4a39e94b7a3e5c587cd42dd09,4,4,4,3,3,4,3,3,4,4,4,4,3,4,3,4,4,4,4,3,3,4,2,2,4,2,4,3,4,2,3,2,2,4,4,3,4,4,2,3,2,2,2,3,2,2,3,4,4,3
018e53514d6bbc3afb77e8c5c6fe2a2e,4,3,4,3,3,5,5,3,3,5,4,4,3,4,4,4,4,4,4,3,3,3,4,2,3,3,3,3,3,2,3,4,3,3,2,5,5,3,3,2,4,3,3,4,4,4,4,4,5,5
0b9abda1f0cb89cbb165c5cab01f03cb,4,4,4,2,3,4,5,1,4,5,2,3,3,2,4,4,4,4,4,2,3,5,4,4,5,4,2,4,4,4,3,4,4,4,4,4,5,2,3,2,4,2,4,3,3,4,4,3,4,4
362aebf29e4488d45babbc6d7b1c3f1d,3,3,3,4,3,3,4,4,4,3,5,4,3,4,3,4,3,4,3,3,4,4,4,4,3,3,2,3,4,3,3,4,4,2,3,4,4,2,2,2,4,2,4,2,4,4,4,4,4,4
c58b9a92aa926e7f59d6d1cf0959fa57,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,2,5,5,5,5,5,5,4,5,5,5,1,1,1,5,1,5,4,4,4,3,5,5,5
d84c268bc6e454c1c8efe5274f601fea,5,5,5,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,3,4,5,4,4,4,4,3,4,4,4,4,4,4,3,4,4,5,3,2,3,5,2,5,5,5,5,5,5,5,5
14865c9b433fd6248346885cc096dea8,4,4,4,4,5,5,5,3,4,5,4,5,5,4,4,5,4,5,5,2,4,4,4,3,5,5,2,3,4,4,4,4,4,3,2,5,4,3,2,2,3,3,3,4,4,4,5,4,4,4
dacfb3147355429606f5c823056aac46,4,4,4,4,3,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,3,3,4,4,2,3,3,4,2,4,3,4,4,4,3,4,4
662693fd9a543d120eeff0c5e725ffb6,3,4,4,4,5,5,5,4,4,5,4,4,5,4,5,4,4,3,4,2,5,4,4,4,4,4,4,4,4,4,4,5,4,2,2,4,4,1,2,2,5,3,4,5,5,5,5,5,5,4
80ee262e772c2a74fada0ab964e38bfd,5,4,5,5,5,4,5,4,5,4,4,5,3,5,3,5,5,5,4,3,3,4,3,4,3,5,3,4,5,3,4,4,5,2,4,4,4,2,3,2,3,2,3,5,3,3,2,4,4,5
552ea32f195b5be856ad4e36c8c18f7b,4,2,4,3,5,5,5,2,3,5,2,3,2,2,4,4,5,5,5,5,4,3,5,4,5,2,3,5,5,4,4,4,4,5,5,3,3,4,3,3,3,4,2,5,3,4,5,5,5,5
157a53bad70248d7f249e689ddab6df9,4,4,4,3,5,4,5,3,5,5,3,4,3,4,5,4,4,4,4,4,3,4,3,4,3,4,3,2,5,4,5,5,3,2,4,4,5,4,4,3,3,4,3,4,4,4,4,4,5,5
5948c1101061336ab2d498cf675b3d6c,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,2,2,3,4,2,4,3,4,3,4,4,2,4,4,4,2,2,2,3,3,3,3,4,4,4,4,4,4
441165cc25c411e61c54b23f3eb7feb6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,3,4,3,4,4,4,3,4,3,3,4,4,3,4,3,3,2,3,3,4,2,3,3,4,3,4,3,5,4
71cb63cb7d4c018038ec3cccb7dc57ca,5,5,5,5,5,5,5,4,5,5,4,5,5,5,3,5,5,5,5,1,4,4,4,5,4,4,2,4,4,5,4,5,5,2,4,4,5,1,1,1,5,1,5,3,3,3,4,4,4,3
3e051f25be339e96ffe62f9f31c0f461,4,4,4,3,4,5,5,3,3,4,3,3,4,4,5,5,4,3,3,3,3,3,4,4,4,3,1,4,5,3,4,4,4,2,3,4,3,3,2,3,4,2,4,4,4,4,5,3,4,5
54b5d2d4df39778753694a612d4e9eb8,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,5,5,3,3,3,4,3,2,2,4,2,4,1,2,3,5,5,5,4
9ec14c187bd73a0c2182828ddb3ab350,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,3,4,3,3,4,4,4,4,4,3,3,3,4,4,4,2,4,2,4,2,3,3,4,3,4,4
